"REFERENCE","LOCATION","APP TYPE","APP TYPE DECODE","VALIDATION DATE","PROPOSAL","RECOMMENDATION","RECOMMENDATION DECODE","DECISION DATE","DEVELOPMENT TYPE","DEVELOPMENT TYPE DECODE","WARD","WARD DECODE","NORTHING","EASTING","KEY VALUE"
"13/63150/ADV","66 - 68 Edward Avenue Salford M6 8DA ","ADV","Advert Application",15/4/2013 00:00:00,"Display of one externally illuminated fascia sign and four non illuminated composite signs","PER","Approve",10/6/2013 00:00:00,"Q22","Advertisements","SW","Weaste  And Seedley","399103","379408","ML31KMNP00B00"
"13/63223/ADV","79 Chorley Road Swinton M27 4AF ","ADV","Advert Application",30/4/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",19/6/2013 00:00:00,"Q22","Advertisements","SS","Swinton South","401535","377863","MM23HZNP5Y000"
"13/63205/ADV","Wharton House Wharton Lane Little Hulton M38 9XF ","ADV","Advert Application",1/5/2013 00:00:00,"Retrospective planning application for the display of two non illuminated signs","PERU","Approve - unconditional",19/6/2013 00:00:00,"Q22","Advertisements","LH","Little Hulton","404365","371066","MLR7MONP00B00"
"13/63215/ADV","Salford City Stadium 1 Stadium Way Eccles M30 7EY ","ADV","Advert Application",7/5/2013 00:00:00,"Display of ten PVC banner signs","PER","Approve",28/6/2013 00:00:00,"Q22","Advertisements","IR","Irlam","397022","375203","MLWJHGNP5Y000"
"13/63303/ADV","415-417 Liverpool Road Eccles M30 7HB","ADV","Advert Application",18/5/2013 00:00:00,"Display of two externally illuminated fascia signs","PER","Approve",10/7/2013 00:00:00,"Q22","Advertisements","BA","Barton","398115","375974","MMZFKRNP5Y000"
"13/63338/ADV","G39 Lowry Designer Outlet The Quays Salford M50 3AG ","ADV","Advert Application",22/5/2013 00:00:00,"Retrospective application for the display of two internally illuminated and two externally illuminated fascia signs, one internally illuminated menu sign and one externally illuminated projection sign","PER","Approve",10/7/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397122","380563","MNKBBXNP00B00"
"13/63401/ADV","Former Brown Brothers Building Clermont Way Salford  ","ADV","Advert Application",7/6/2013 00:00:00,"Display of one digital advertisement board","REF","Refuse",2/8/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","398445","382957","MO9WUJNP00B00"
"13/63330/ADV","213 Chorley Road Swinton M27 6AZ ","ADV","Advert Application",11/6/2013 00:00:00,"Display of one internally illuminated fascia sign","PER","Approve",31/7/2013 00:00:00,"Q22","Advertisements","SN","Swinton North","401836","377505","MNHY53NP5Y000"
"13/63382/ADV","Unit 2 - 4 Comus Street Salford M5 3BQ","ADV","Advert Application",12/6/2013 00:00:00,"Display of 5 internally illuminated fascia signs, and 4 other signs","PER","Approve",31/7/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397904","382078","MO4668NP5Y000"
"13/63375/ADV","Land Between Hill Street And Bowker Street Great Cheetham Street West Salford  ","ADV","Advert Application",13/6/2013 00:00:00,"Display of site signboard for proposed development,","PER","Approve",31/7/2013 00:00:00,"Q22","Advertisements","BR","Broughton","400610","382800","MO2BJ0NP5Y000"
"13/63380/ADV","Community Leisure  12 Bridgewater Road Worsley M28 3JE","ADV","Advert Application",17/6/2013 00:00:00,"Display of one internally illuminated fascia sign","PER","Approve",2/8/2013 00:00:00,"Q22","Advertisements","WS","Walkden South","403012","373602","MO2BO1NP5Y000"
"13/63369/ADV","Greengate Square Victoria Bridge Street Salford M3 5AS ","ADV","Advert Application",17/6/2013 00:00:00,"Display of one internally illuminated fascia sign","PER","Approve",14/8/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","398765","383760","MO0GSVNP5Y000"
"13/63349/ADV","Blackfriars Road And Greengate West Salford  ","ADV","Advert Application",18/6/2013 00:00:00,"Display of one non illuminated sign","PER","Approve",1/8/2013 00:00:00,"Q22","Advertisements","IW","Irwell Riverside","399089","383122","MNO3UWNP00B00"
"13/63415/ADV","N V Building  96 The Quays Salford M50 3BB","ADV","Advert Application",25/6/2013 00:00:00,"Display of one non-illuminated sign","PER","Approve",2/8/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397403","380582","MOFA6FNP5Y000"
"13/63494/ADV","McDonald's Restaurant Ltd  West One Retail Park West One Way Salford Eccles Salford, Manchester M50 1ZD","ADV","Advert Application",5/7/2013 00:00:00,"acDisplay of seven internally illuminated signs","PER","Approve",16/8/2013 00:00:00,"Q22","Advertisements","SW","Weaste  And Seedley","398453","378202","MPGBICNP5Y000"
"13/63496/ADV","Pavement Adjacent  67 Liverpool Road Irlam M44 6EH ","ADV","Advert Application",5/7/2013 00:00:00,"Relocation of existing adverting bus shelter by 25m and display of double sided,  internally illuminated advertising panel to bus shelter","PER","Approve",19/8/2013 00:00:00,"Q22","Advertisements","IR","Irlam","394964","372625","MPGBIMNP5Y000"
"13/63526/ADV","Land Bounded By Rossall Way And Hankinson Way Pendleton Salford  ","ADV","Advert Application",16/7/2013 00:00:00,"Display of nine internally illuminated signs and eleven non illuminated signs","PER","Approve",10/9/2013 00:00:00,"Q22","Advertisements","LG","Langworthy","399287","381135","MPTAHRNP5Y000"
"13/63527/ADV","Land Bounded By Rossall Way And Hankinson Way Pendleton Salford ","ADV","Advert Application",16/7/2013 00:00:00,"Display of one internally illuminated high blade sign","PER","Approve",10/9/2013 00:00:00,"Q22","Advertisements","LG","Langworthy","399287","381135","MPTAI0NP5Y000"
"13/63556/ADV","Unit 151 Ellesmere Shopping Centre Bolton Road Worsley Manchester M28 3ZH ","ADV","Advert Application",19/7/2013 00:00:00,"Display of two internally illuminated fascia sign and one internally illuminated projecting sign.","PER","Approve",29/8/2013 00:00:00,"Q22","Advertisements","WN","Walkden North","403238","373470","MQ68T8NP5Y000"
"13/63568/ADV","401 - 403 Liverpool Road Eccles M30 7HB ","ADV","Advert Application",20/7/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",23/8/2013 00:00:00,"Q22","Advertisements","BA","Barton","398130","375992","MQ83KNNP5Y000"
"13/63566/ADV","S P Pilling  443 Liverpool Road Eccles M30 7HY","ADV","Advert Application",24/7/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",13/9/2013 00:00:00,"Q22","Advertisements","BA","Barton","398034","375865","MQ83KHNP5Y000"
"13/63591/ADV","Co-op Late Shop 8 - 9 Morston Close Worsley RM28 1PB ","ADV","Advert Application",27/7/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",4/9/2013 00:00:00,"Q22","Advertisements","BE","Boothstown And Ellenbrook","401691","372672","MQL26LNP5Y000"
"13/63552/ADV","68A Liverpool Road Cadishead M44 5AF","ADV","Advert Application",1/8/2013 00:00:00,"Display of one non-illuminated sign","PER","Approve",27/9/2013 00:00:00,"Q22","Advertisements","CD","Cadishead","392648","371211","MQ4E5YNP5Y000"
"13/63643/ADV","Halifax Plc  2-6 The Parade Swinton M27 4BH","ADV","Advert Application",7/8/2013 00:00:00,"Display of two fascia signs and two hanging signs internally illuminated and two internally illuminated ATM collars","PER","Approve",5/9/2013 00:00:00,"Q22","Advertisements","SS","Swinton South","401822","377589","MR5FH3NP5Y000"
"13/63602/ADV","Tesco Express Store 1 Archie Street Salford M5 3BW ","ADV","Advert Application",9/8/2013 00:00:00,"Display of 4 internally illuminated signs and 1 hanging sign","PER","Approve",18/9/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397238","381375","MQSGT4NP5Y000"
"13/63652/ADV","McDonald's Restaurants Ltd  West One Retail Park West One Way Salford M50 1ZD","ADV","Advert Application",9/8/2013 00:00:00,"Relocation of existing 5m internally illuminated freestanding sign","PER","Approve",18/9/2013 00:00:00,"Q22","Advertisements","SW","Weaste  And Seedley","398438","378201","MR94TLNP5Y000"
"13/63663/ADV","Renault Manchester Trinity Way Salford M3 7FT ","ADV","Advert Application",14/8/2013 00:00:00,"Display of two internally illuminated fascia signs, one internally illuminated hanging sign, one internally illuminated pylon sign and one non-illuminated sign","PER","Approve",27/9/2013 00:00:00,"Q22","Advertisements","IW","Irwell Riverside","398981","383280","MRAZMFNP5Y000"
"13/63713/ADV","542 Liverpool Road Eccles M30 7JA","ADV","Advert Application",20/8/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",11/10/2013 00:00:00,"Q22","Advertisements","WI","Winton","397956","375733","MRTI6PNP5Y000"
"13/63703/ADV","210 Liverpool Road Eccles M30 0PF","ADV","Advert Application",20/8/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",9/10/2013 00:00:00,"Q22","Advertisements","BA","Barton","398522","376696","MRTI56NP5Y000"
"13/63707/ADV","Atlas Contract Curtains  602 Liverpool Road Irlam M44 5AA","ADV","Advert Application",20/8/2013 00:00:00,"Display on one externally illuminated fascia sign","PER","Approve",3/10/2013 00:00:00,"Q22","Advertisements","CD","Cadishead","393481","371583","MRTI5WNP5Y000"
"13/63709/ADV","478-480 Liverpool Road Eccles M30 7HZ","ADV","Advert Application",20/8/2013 00:00:00,"Display of 2 externally illuminated fascia signs","PER","Approve",9/10/2013 00:00:00,"Q22","Advertisements","WI","Winton","398085","375886","MRTI67NP5Y000"
"13/63711/ADV","526 Liverpool Road Eccles M30 7JA","ADV","Advert Application",20/8/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",14/10/2013 00:00:00,"Q22","Advertisements","WI","Winton","397983","375757","MRTI6HNP5Y000"
"13/63738/ADV","Premier Inn Spinningfields  Stanley Street Salford ","ADV","Advert Application",24/8/2013 00:00:00,"Display of internally illuminated, eight fascia signs, one projecting sign and four strip signs","PER","Approve",14/10/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","398240","383066","MS0WSYNP5Y000"
"13/63796/ADV","226-230 Liverpool Road Eccles M30 0PF","ADV","Advert Application",10/9/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",1/11/2013 00:00:00,"Q22","Advertisements","BA","Barton","398507","376651","MSWE8BNP5Y000"
"13/63803/ADV","Unit 2 Digital World Centre Lowry Plaza  The Quays Salford M50 3UB  ","ADV","Advert Application",11/9/2013 00:00:00,"Display of two internally illuminated fascia signs, two internally illuminated menu boards and 1 hanging sign","PER","Approve",1/11/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397215","380546","MSY8ZKNP5Y000"
"13/63684/ADV","Units 2 - 4 Comus Street Salford M5 3BQ ","ADV","Advert Application",12/9/2013 00:00:00,"Display of 6 fascia signs and 5 other signs","PER","Approve",1/11/2013 00:00:00,"Q18","Minor Others","OR","Ordsall","397904","382078","MRIECMNP5Y000"
"13/63807/ADV","9 The Mall Eccles M30 0EA ","ADV","Advert Application",16/9/2013 00:00:00,"Display of one internally illuminated fascia sign and one internally illuminated hanging sign","PER","Approve",8/11/2013 00:00:00,"Q22","Advertisements","EC","Eccles","398603","377797","MSYJA4NP06300"
"13/63853/ADV","Arcelormittal Distribution Solutions UK Ltd  Highfield Road Little Hulton M38 9ST","ADV","Advert Application",25/9/2013 00:00:00,"Display of one non-illuminated fascia sign","PER","Approve",8/11/2013 00:00:00,"Q22","Advertisements","LH","Little Hulton","404351","371649","MTEWV0NP5Y000"
"13/63883/ADV","Roundabout At Eastern End Of M602 Regent Road Salford M5 4QH ","ADV","Advert Application",27/9/2013 00:00:00,"Installation of two internally illuminated advertisements measuring 18m x 4.5m and incorporated within a purpose built  freestanding structure.","PER","Approve",8/11/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","398136","381388","MTRVHENP5Y000"
"13/63887/ADV","730 Bolton Road Swinton M27 6EW","ADV","Advert Application",27/9/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",20/11/2013 00:00:00,"Q22","Advertisements","SN","Swinton North","402641","377925","MTRVIONP5Y000"
"13/63894/ADV","544 Liverpool Road Eccles M30 7JA","ADV","Advert Application",28/9/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",15/11/2013 00:00:00,"Q22","Advertisements","WI","Winton","397953","375730","MTTQ70NP5Y000"
"13/63884/ADV","Land On Boothshall Way Adjacent To 201 Leigh Road Worsley  ","ADV","Advert Application",30/9/2013 00:00:00,"Retrospective planning application for the display of one externally illuminated post sign","PER","Approve",19/11/2013 00:00:00,"Q22","Advertisements","BE","Boothstown And Ellenbrook","400694","372653","MTRVHYNP5Y000"
"13/63902/ADV","530 Liverpool Road Eccles M30 7JA","ADV","Advert Application",1/10/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",21/11/2013 00:00:00,"Q22","Advertisements","WI","Winton","397976","375751","MTZA50NP5Y000"
"13/63889/ADV","Media City Project Office UK  113 Broadway Salford M50 2EQ","ADV","Advert Application",3/10/2013 00:00:00,"Display of internally illuminated advertisements on north and south elevation","PER","Approve",27/11/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","397527","380342","MTTQ5ZNP5Y000"
"13/63919/ADV","Land Bounded By Rossall Way And Hankinson Way Pendleton Salford  ","ADV","Advert Application",5/10/2013 00:00:00,"Display of one internally illuminated high blade sign (resub of 13/63527/ADV)","PER","Approve",20/11/2013 00:00:00,"Q22","Advertisements","LG","Langworthy","399287","381135","MU6OV1NP5Y000"
"13/63687/ADV","161 Peel Green Road Eccles M30 7DT ","ADV","Advert Application",7/10/2013 00:00:00,"Retention of externally illuminated fascia sign","PER","Approve",21/11/2013 00:00:00,"Q22","Advertisements","BA","Barton","397619","375877","MRIXH3NP00300"
"13/63923/ADV","Asda Supermarket 15 Wellington Road Swinton M27 4BR ","ADV","Advert Application",7/10/2013 00:00:00,"Display of one internally illuminated totem sign","PER","Approve",4/12/2013 00:00:00,"Q22","Advertisements","SS","Swinton South","401844","377733","MUCK7QNP00300"
"13/63918/ADV","The New Ellesmere East Lancashire Road Swinton M27 0YD ","ADV","Advert Application",8/10/2013 00:00:00,"Display of three internally illuminated fascia signs","PER","Approve",21/11/2013 00:00:00,"Q22","Advertisements","WO","Worsley","400990","377136","MU6OUXNP5Y000"
"13/63791/ADV","Betfred 64 - 66 Church Street Eccles M30 0DA ","ADV","Advert Application",11/10/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",28/11/2013 00:00:00,"Q22","Advertisements","EC","Eccles","398598","377816","MSUYZUNP06300"
"13/63957/ADV","Arnold Clark Automobiles Ltd  1 Brunel Avenue Salford M5 4BE","ADV","Advert Application",15/10/2013 00:00:00,"Display of 4 internally illuminated fascia signs, 1 non-illuminated entrance sign and 1 internally illuminated pylon","PER","Approve",4/12/2013 00:00:00,"Q22","Advertisements","OR","Ordsall","398391","381698","MUP7LKNP5Y000"
"13/63947/ADV","Swinton Shopping Centre Swinton M27 4BY ","ADV","Advert Application",15/10/2013 00:00:00,"Display of 3 freestanding totem signs, 3 freestanding directional signs, 1 wall mounted totem panel box sign, 2 fabric banner signs, 1 entrance fascia sign and 1 wall directional sign","PER","Approve",29/11/2013 00:00:00,"Q22","Advertisements","SS","Swinton South","401825","377640","MUNW6QNP00300"
"13/63925/ADV","Cleggs Lane Dental Practice  34 Cleggs Lane Little Hulton M38 9WT","ADV","Advert Application",16/10/2013 00:00:00,"Retention of externally illuminated fascia sign","PER","Approve",,"Q22","Advertisements","WN","Walkden North","404020","372087","MUE3H1NP5Y000"
"13/63966/ADV","Heywood Way Salford  ","ADV","Advert Application",21/10/2013 00:00:00,"Display of one internally illuminated totem pole","PER","Approve",6/12/2013 00:00:00,"Q22","Advertisements","LG","Langworthy","398979","380970","MUURGXNP5Y000"
"13/64007/ADV","Aldi Foodstore Ltd Heywood Way Salford M6 5UJ ","ADV","Advert Application",28/10/2013 00:00:00,"Display of two internally illuminated fascia signs","PER","Approve",12/12/2013 00:00:00,"Q22","Advertisements","LG","Langworthy","399029","380987","MVJ834NP00B00"
"13/63989/ADV","Forster Dean Solicitors  22 Church Street Eccles M30 0DF","ADV","Advert Application",30/10/2013 00:00:00,"Display of one externally illuminated fascia sign","PER","Approve",12/12/2013 00:00:00,"Q22","Advertisements","EC","Eccles","398736","377861","MV9KU1NP5Y000"
"13/64004/ADV","The Godfather Pizza & Kebab House  185A Liverpool Road Eccles M30 0WD","ADV","Advert Application",31/10/2013 00:00:00,"Display of two externally illuminated fascia signs","PER","Approve",18/12/2013 00:00:00,"Q22","Advertisements","BA","Barton","398502","376745","MVIWY8NP5Y000"
"13/64039/ADV","P B & T Joiners & Builders 405 Liverpool Road Eccles M30 7HB ","ADV","Advert Application",12/11/2013 00:00:00,"Display of an externally illuminated shop front","PER","Approve",16/12/2013 00:00:00,"Q22","Advertisements","BA","Barton","398130","375992","MW54XXNP5Y000"
"13/64031/ADV","Unit 5  Woodrow Way Irlam M44 6ZQ","ADV","Advert Application",12/11/2013 00:00:00,"Display of two non illuminated fascia signs and one freestanding totem pole","PER","Approve",16/12/2013 00:00:00,"Q22","Advertisements","CD","Cadishead","393528","371902","MW3A8SNP5Y000"
