Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Water - Metered,11.04.2013,1903610813,£625.16,United Utilities Water Plc
Manchester City Council,Childrens Services,Water - Metered,11.04.2013,1903610814,£625.16,United Utilities Water Plc
Manchester City Council,Childrens Services,Water - Metered,11.04.2013,1903610815,£625.16,United Utilities Water Plc
Manchester City Council,Childrens Services,Water - Metered,11.04.2013,1903610816,£625.16,United Utilities Water Plc
Manchester City Council,Childrens Services,Water - Metered,11.04.2013,1903610820,£625.16,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610747,"£28,287.90",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610822,"£12,828.78",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610642,"£12,499.02",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610740,"£6,578.76",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610608,"£2,959.10",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610511,"£2,083.57",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610803,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610795,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610796,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610797,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610610,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610611,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610774,"£1,414.58",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610637,"£1,351.68",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610473,"£1,256.17",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610636,"£1,250.17",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610737,£998.79,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610467,£943.88,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610609,£839.28,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610676,£732.92,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610805,£625.16,United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Metered,11.04.2013,1903610641,£609.66,United Utilities Water Plc
Manchester City Council,Housing Revenue Account,Water - Metered,11.04.2013,1903610689,£998.79,United Utilities Water Plc
Manchester City Council,Housing Revenue Account,Water - Metered,11.04.2013,1903610605,£592.74,United Utilities Water Plc
Manchester City Council,Housing Revenue Account,Water - Metered,11.04.2013,1903610809,£529.90,United Utilities Water Plc
Manchester City Council,Housing Revenue Account,Water - Metered,11.04.2013,1903610696,£500.90,United Utilities Water Plc
Manchester City Council,Regeneration Finance,Water - Metered,11.04.2013,1903610716,"£1,414.58",United Utilities Water Plc
Manchester City Council,Regeneration Finance,Water - Metered,11.04.2013,1903610681,"£1,414.58",United Utilities Water Plc
Manchester City Council,Regeneration Finance,Water - Metered,11.04.2013,1903610503,£642.98,United Utilities Water Plc
Manchester City Council,Learning Disabilities PB,Water - Metered,11.04.2013,1903610515,£653.17,United Utilities Water Plc
Manchester City Council,Learning Disabilities PB,Water - Metered,11.04.2013,1903610661,£590.32,United Utilities Water Plc
Manchester City Council,Learning Disabilities PB,Water - Metered,11.04.2013,1903610649,£549.24,United Utilities Water Plc
Manchester City Council,Mersey Valley Joint Committee,Water - Metered,11.04.2013,1903610607,"£6,578.76",United Utilities Water Plc
Manchester City Council,Mersey Valley Joint Committee,Water - Metered,11.04.2013,1903610606,"£3,453.75",United Utilities Water Plc
Manchester City Council,Corporate Services,Water - Unmetered,11.04.2013,5100629638,£761.31,Moorside Services
Manchester City Council,Manchester Leisure,Contract Cleaning External,11.04.2013,5100629707,£740.18,Hall Cleaning Services Ltd
Manchester City Council,Childrens Services,Hire of Premises,11.04.2013,5100629831,£572.00,Broughton Park Football Club
Manchester City Council,Manchester Leisure,Grounds Maintenance,11.04.2013,5100629829,"£3,660.00",Keebuilders Uk Ltd
Manchester City Council,Adult Social Care,Transport Taxis,11.04.2013,5100628337,£994.70,Randstad Care
Manchester City Council,Hospitality + Trading Services,Transport Coach Hire,11.04.2013,5100629720,"£2,560.00",M Travel
Manchester City Council,Childrens Services,Transport Coach Hire,11.04.2013,5100629799,"£5,100.00",D.J. Minibus Travel
Manchester City Council,Childrens Services,Transport Coach Hire,11.04.2013,5100629723,"£9,026.00",M Travel
Manchester City Council,Manchester Leisure,Equipment,11.04.2013,5100629727,"£1,552.50","Groundwork Manchester, Salford"
Manchester City Council,Manchester Leisure,Equipment,11.04.2013,5100629789,£600.00,Servemet (N.W) Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,11.04.2013,5100629980,£959.40,W.V.Howe Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,11.04.2013,5100629984,£744.00,W.V.Howe Ltd
Manchester City Council,Adult Social Care,Equipment,11.04.2013,5100629682,"£1,125.00",Aidapt Bathrooms Ltd
Manchester City Council,Adult Social Care,Equipment,11.04.2013,5100629681,-£899.88,Aidapt Bathrooms Ltd
Manchester City Council,Manchester Leisure,Furniture,11.04.2013,5100629691,£572.00,Eagle Containers Ltd
Manchester City Council,Manchester Leisure,Furniture,11.04.2013,5100629693,£572.00,Eagle Containers Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,11.04.2013,5100629709,"£2,167.50",R S Clare Ltd
Manchester City Council,Adult Social Care,Building Materials for direct delivery,11.04.2013,5100630016,"£1,120.00",Illingworth Ingham (M/cR)
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629985,"£2,582.37",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100630001,"£1,202.35",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629998,"£1,058.85",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629959,£897.03,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629973,£732.38,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629942,£609.51,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,11.04.2013,5100629968,£589.79,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,11.04.2013,5100629926,"£1,566.00",John Martin Devine Ltd
Manchester City Council,Chief Executives,Hire of Equipment,11.04.2013,5100629735,"£7,645.30",MK Illuminations UK Ltd
Manchester City Council,Chief Executives,Printing,11.04.2013,1903601829,"£10,000.00",Precise Media Monitoring Ltd
Manchester City Council,Libraries and Theatres,Stationery,11.04.2013,5100629996,£784.00,Hemingways Marketing Services Ltd
Manchester City Council,Corporate Services,Legal Fees,11.04.2013,5100629883,£900.00,Landmark Chambers
Manchester City Council,Chief Executives,Signers/Interpreters,11.04.2013,5100629719,"£3,175.20",Interpreter Booking Services
Manchester City Council,Chief Executives,Signers/Interpreters,11.04.2013,5100629724,"£1,353.30",Interpreter Booking Services
Manchester City Council,Manchester Leisure,Proffesional fees,11.04.2013,5100629747,"£1,405.00",Buro Four Project Services
Manchester City Council,Manchester Leisure,Proffesional fees,11.04.2013,5100630014,"£1,500.00",Squashsite.co.uk
Manchester City Council,Hospitality + Trading Services,Proffesional fees,11.04.2013,5100629787,"£1,399.00",British Assesment Bureau
Manchester City Council,Hospitality + Trading Services,Proffesional Fees,11.04.2013,5100629743,"£4,080.00",GB Business Management LLP
Manchester City Council,Hospitality + Trading Services,Proffesional Fees,11.04.2013,5100629744,"£2,335.00",GB Business Management LLP
Manchester City Council,Hospitality + Trading Services,Proffesional Fees,11.04.2013,5100629744,"£1,915.00",GB Business Management LLP
Manchester City Council,Housing Revenue Account,Proffesional fees,11.04.2013,5100629489,"£5,500.00",Valuation Office Agency
Manchester City Council,Chief Executives,Proffesional Fees,11.04.2013,5100629734,"£10,000.00",Ipsos Mori
Manchester City Council,Chief Executives,Proffesional fees,11.04.2013,1903608870,£818.50,Redacted Personal Information
Manchester City Council,Regeneration Finance,Proffesional fees,11.04.2013,5100629796,£500.00,Creative Support Ltd
Manchester City Council,Regeneration Finance,Proffesional fees,11.04.2013,1903610309,"£1,200.00",JMac Associates
Manchester City Council,Regeneration Finance,Proffesional fees,11.04.2013,1903610311,£900.00,JMac Associates
Manchester City Council,Chief Executives,Postage,11.04.2013,5100629914,"£2,283.15",Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,11.04.2013,5100629917,"£1,570.83",Royal Mail Group Plc
Manchester City Council,Regeneration Finance,Telecoms Maintenance,11.04.2013,5100629976,"£1,235.00",Direct Telecommunications Systems L
Manchester City Council,Corporate Services,I T Provision,11.04.2013,5100629710,"£2,886.16",Trojan Consultants Ltd
Manchester City Council,Corporate Services,I T Provision,11.04.2013,5100629732,"£1,095.70",Trojan Consultants Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,11.04.2013,5100629912,"£312,368.00",Sap (Uk) Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,11.04.2013,5100629437,"£35,200.00",Sap (Uk) Ltd
Manchester City Council,Manchester Leisure,Compensation Payments,11.04.2013,1903603395,£800.00,Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,11.04.2013,5100629778,"£2,000.00",Redacted Personal Information
Manchester City Council,Chief Executives,Compensation Payments,11.04.2013,1903609672,"£2,954.70",Poppy Consultants Ltd
Manchester City Council,Chief Executives,Compensation Payments,11.04.2013,1903609674,£512.10,Poppy Consultants Ltd
Manchester City Council,Manchester Leisure,Compensation Payments,11.04.2013,1903608863,"£8,000.00",Accountant General of the Senior
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11.04.2013,5100630000,"£1,000.00",The Borough Of Barrow In Furness
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11.04.2013,5100630006,"£1,500.00",Manchester Jewish Museum
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11.04.2013,5100629767,"£1,334.00",Castlefield Gallery Limited
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,11.04.2013,5100629673,"£4,910.00",Greater Manchester Youth
Manchester City Council,Environment and Operations,Grant and subscriptions awarded,11.04.2013,5100630008,"£12,113.59",Catch 22
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,11.04.2013,5100629706,"£7,375.00",Redacted Personal Information
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,11.04.2013,1903603394,"£10,851.68",Christ Church South Manchester
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,11.04.2013,1903603389,£850.00,Manchester Youth Academy
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,11.04.2013,1903603390,"£1,328.60",Kerscott Area Residents Association
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,11.04.2013,1903608889,"£1,000.00",Redacted Personal Information
Manchester City Council,Chief Executives,Advertising,11.04.2013,5100629783,"£2,950.00",J.C.Decaux Uk Limited
Manchester City Council,Chief Executives,Advertising,11.04.2013,5100629786,"£2,507.50",J.C.Decaux Uk Limited
Manchester City Council,Chief Executives,Advertising,11.04.2013,5100629785,"-£2,950.00",J.C.Decaux Uk Limited
